30,coarse,THUSAM-D-C-2A,FRDC-D-C-1A,浏览器下载,0,0,3,0.5034,0.9512
30,fine,THUSAM-D-C-2A,FRDC-D-C-1A,浏览器下载,0,0,3,0.2542,0.6904
31,coarse,THUSAM-D-C-2A,FRDC-D-C-1A,相亲节目有哪些,3,4,3,0.0,0.3135
31,fine,THUSAM-D-C-2A,FRDC-D-C-1A,相亲节目有哪些,3,4,3,0.0,0.1674
1,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,先知,3,2,2,0.6221,0.6589
1,fine,THUSAM-D-C-2A,FRDC-D-C-2A,先知,3,2,2,0.4901,0.6808
2,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,波斯猫,1,3,3,0.3836,0.7139
2,fine,THUSAM-D-C-2A,FRDC-D-C-2A,波斯猫,1,3,3,0.234,0.6259
3,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,猫头鹰,-2,-2,0,0.5546,0.0
3,fine,THUSAM-D-C-2A,FRDC-D-C-2A,猫头鹰,-2,-2,0,0.3345,0.0
4,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,Adobe,1,-1,0,0.586,0.3392
4,fine,THUSAM-D-C-2A,FRDC-D-C-2A,Adobe,1,-1,0,0.3013,0.2635
5,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,传奇,-2,1,0,0.138,0.0
5,fine,THUSAM-D-C-2A,FRDC-D-C-2A,传奇,-2,1,0,0.0696,0.0
7,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,中国水电,-2,3,0,0.0,0.0
7,fine,THUSAM-D-C-2A,FRDC-D-C-2A,中国水电,-2,3,0,0.0,0.0
8,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,云轩,3,1,0,0.5448,0.6266
8,fine,THUSAM-D-C-2A,FRDC-D-C-2A,云轩,3,1,0,0.5448,0.6266
12,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,三字经,3,-1,-1,0.311,0.321
12,fine,THUSAM-D-C-2A,FRDC-D-C-2A,三字经,3,-1,-1,0.0941,0.1043
14,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,阳光,1,-2,1,0.1434,0.0
14,fine,THUSAM-D-C-2A,FRDC-D-C-2A,阳光,1,-2,1,0.0905,0.0
17,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,泰国特产,3,3,1,0.0,0.5773
17,fine,THUSAM-D-C-2A,FRDC-D-C-2A,泰国特产,3,3,1,0.0,0.5126
20,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,浴缸,-2,-2,0,0.4271,0.0
20,fine,THUSAM-D-C-2A,FRDC-D-C-2A,浴缸,-2,-2,0,0.1925,0.0
21,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,婚戒,0,1,0,0.5693,0.7435
21,fine,THUSAM-D-C-2A,FRDC-D-C-2A,婚戒,0,1,0,0.2014,0.3394
22,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,三星,0,2,0,0.1932,0.4566
22,fine,THUSAM-D-C-2A,FRDC-D-C-2A,三星,0,2,0,0.1911,0.4162
23,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,饥饿游戏,2,3,1,0.0,0.0
23,fine,THUSAM-D-C-2A,FRDC-D-C-2A,饥饿游戏,2,3,1,0.0,0.0
25,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,椰岛造型,-2,-1,0,0.3302,0.0
25,fine,THUSAM-D-C-2A,FRDC-D-C-2A,椰岛造型,-2,-1,0,0.2293,0.0
26,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,野葛根,2,-2,0,0.7396,0.7669
26,fine,THUSAM-D-C-2A,FRDC-D-C-2A,野葛根,2,-2,0,0.5665,0.6129
27,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,秧歌,2,-2,1,0.5751,0.9018
