fine,large
,0~1,1~2,2~3,3~4,4~5
D#nDCG@20,0.228276695667,0.4,0.647058823529,1.0,-1.0
nDCG@20,0.232625213941,0.179487179487,0.533333333333,1.0,-1.0
I-rec@20,0.211477467219,0.415619466773,0.579771035652,1.0,-1.0
coarse,large
,0~1,1~2,2~3,3~4,4~5
D#nDCG@20,0.201455741006,0.333333333333,0.5625,1.0,-1.0
nDCG@20,0.230420185845,0.285714285714,0.5625,1.0,-1.0
I-rec@20,0.185312329165,0.230021853114,0.485071250073,1.0,-1.0
