6.0,0.0324,0.0658
0.0,0.0624,0.1416
0.0,0.0,0.0
4.0,0.3724,0.237
-7.0,0.1452,0.0399
-7.0,0.0,0.0
-7.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
4.0,0.0273,0.0679
-1.0,0.0416,0.051
0.0,0.0,0.0
4.0,0.0502,0.0921
4.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-3.0,-0.0542,-0.064
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,0.1631,0.2933
-2.0,0.0086,0.0145
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0424,0.0774
7.0,0.0231,0.0375
2.0,0.1099,0.2143
0.0,0.0,0.0
-2.0,0.0951,0.1748
0.0,0.0,0.0
0.0,0.0,0.0
-1.0,0.0325,-0.3097
6.0,-0.3947,-0.4867
6.0,0.6084,0.2003
1.0,0.2205,0.4758
8.0,0.5967,0.7169
8.0,0.7294,0.4088
6.0,0.644,0.3147
1.0,0.3734,0.7689
2.0,0.6793,0.3794
3.0,0.1715,0.0846
1.0,0.1744,-0.0088
7.0,0.5735,0.6241
0.0,-0.1833,-0.3626
0.0,0.6598,0.5602
4.0,0.571,0.4235
6.0,0.5938,0.7959
0.0,-0.0751,-0.1804
6.0,0.8235,0.655
6.0,0.8072,0.6303
6.0,0.9785,0.9494
-5.0,-0.153,-0.2941
2.0,0.4171,0.0765
1.0,0.0,0.0
5.0,0.282,0.5226
5.0,0.775,0.5818
-2.0,-0.0426,-0.1128
1.0,-0.0179,-0.0307
-6.0,-0.1131,-0.2405
6.0,0.8639,0.7478
-1.0,-0.0605,-0.1192
2.0,0.3616,0.1387
6.0,0.2954,0.5508
4.0,0.0649,-0.2439
-4.0,-0.3323,-0.3451
6.0,0.6084,0.2003
1.0,0.5929,0.7128
-2.0,0.7419,0.7568
2.0,0.7294,0.4088
2.0,0.644,0.3147
6.0,0.3734,0.7689
5.0,0.6793,0.3794
3.0,0.1988,0.1525
-5.0,0.216,0.0422
8.0,0.5735,0.6241
-4.0,-0.1331,-0.2705
-4.0,0.6598,0.5602
8.0,0.571,0.4235
8.0,0.5938,0.7959
-2.0,-0.1293,-0.2444
10.0,0.8235,0.655
10.0,0.8072,0.6303
10.0,0.9785,0.9494
-1.0,0.0101,-0.0008
5.0,0.4257,0.091
-2.0,0.0,0.0
